ENS ID,Transcript length (including UTRs and CDS),Chromosome,HGNC symbol
ENSG00000172409,0.566,11,CLP1
ENSG00000146670,0.789,11,CDCA5
ENSG00000204572,1.176,11,KRTAP5-10
ENSG00000248903,0.255,11,
ENSG00000249387,0.121,11,KRTAP5-14P
ENSG00000255562,1.143,11,UNC93B6
ENSG00000204571,1.021,11,KRTAP5-11
ENSG00000184055,0.929,11,OR7E87P
ENSG00000166394,1.338,11,CYB5R2
ENSG00000238149,0.391,11,
ENSG00000271332,0.298,11,
ENSG00000254606,0.747,11,
ENSG00000169519,4.304,11,METTL15
ENSG00000255261,1.013,11,OR7E4P
ENSG00000255415,0.377,11,
ENSG00000284625,0.219,11,
ENSG00000239481,0.778,11,RPS3AP41
ENSG00000245532,3.441,11,NEAT1
ENSG00000254805,0.205,11,SNRPCP14
ENSG00000254972,0.347,11,
ENSG00000255319,0.317,11,ENPP7P8
ENSG00000285933,1.145,11,
ENSG00000285696,0.746,11,
ENSG00000166266,6.171,11,CUL5
ENSG00000255467,0.964,11,
ENSG00000075239,1.761,11,ACAT1
ENSG00000248671,1.574,11,
ENSG00000158483,2.01,11,FAM86C1
ENSG00000173727,0.844,11,
ENSG00000214534,3.442,11,ZNF705E
ENSG00000279243,0.536,11,
ENSG00000254978,0.549,11,ALG1L9P
ENSG00000149782,4.197,11,PLCB3
ENSG00000149043,0.575,11,SYT8
ENSG00000184276,0.222,11,DEFB108B
ENSG00000248990,0.52,11,
ENSG00000272882,0.864,11,OR2BH1P
ENSG00000249867,0.806,11,
ENSG00000254526,0.492,11,
ENSG00000255157,0.23,11,DEFB130C
ENSG00000228286,1.433,11,
ENSG00000255450,0.911,11,
ENSG00000254530,0.448,11,
ENSG00000255281,1.673,11,
ENSG00000255029,0.563,11,
ENSG00000255227,0.563,11,
ENSG00000110700,0.594,11,RPS13
ENSG00000285864,0.878,11,
ENSG00000279246,2.234,11,
ENSG00000162129,10.17,11,CLPB
ENSG00000162144,3.061,11,CYB561A3
ENSG00000156599,2.817,11,ZDHHC5
ENSG00000149809,0.829,11,TM7SF2
ENSG00000246174,0.856,11,KCTD21-AS1
ENSG00000244926,1.906,11,ALKBH3-AS1
ENSG00000188997,3.389,11,KCTD21
ENSG00000166199,1.371,11,ALKBH3
ENSG00000149476,4.696,11,TKFC
ENSG00000254554,0.803,11,
ENSG00000213693,2.181,11,SEC14L1P1
ENSG00000130598,0.751,11,TNNI2
ENSG00000255460,0.336,11,ZDHHC20P3
ENSG00000255136,0.495,11,
ENSG00000261594,2.793,11,TPBGL
ENSG00000167986,4.506,11,DDB1
ENSG00000276668,0.427,11,
ENSG00000254951,0.66,11,
ENSG00000087053,4.681,11,MTMR2
ENSG00000176716,1.686,11,OR10AB1P
ENSG00000241008,0.711,11,
ENSG00000227892,0.917,11,OR5P4P
ENSG00000183378,1.921,11,OVCH2
ENSG00000156603,1.529,11,MED19
ENSG00000183303,1.069,11,OR5P2
ENSG00000182334,1.193,11,OR5P3
ENSG00000275612,0.443,11,
ENSG00000170688,0.927,11,OR5E1P
ENSG00000166408,0.925,11,OR5P1P
ENSG00000254707,0.539,11,
ENSG00000271758,0.589,11,
ENSG00000256739,0.56,11,
ENSG00000213365,0.712,11,
ENSG00000256403,0.492,11,
ENSG00000255843,0.578,11,
ENSG00000255672,0.55,11,
ENSG00000162300,2.551,11,ZFPL1
ENSG00000254501,0.544,11,
ENSG00000149823,0.723,11,VPS51
ENSG00000148926,1.492,11,ADM
ENSG00000270117,0.396,11,
ENSG00000251562,5.34,11,MALAT1
ENSG00000187066,4.129,11,TMEM262
ENSG00000270526,0.189,11,SNRPGP19
ENSG00000254469,0.754,11,
ENSG00000240808,0.29,11,
ENSG00000213779,0.454,11,
ENSG00000011405,1.593,11,PIK3C2A
ENSG00000228915,1.024,11,OR7E128P
ENSG00000225805,0.213,11,DEFB131B
ENSG00000254593,0.888,11,OR7E126P
ENSG00000149483,1.475,11,TMEM138
ENSG00000255117,0.396,11,LINC02546
ENSG00000255047,0.743,11,HNRNPRP2
ENSG00000254734,0.576,11,
ENSG00000240554,0.802,11,RPL7AP58
ENSG00000261340,2.28,11,LINC01616
ENSG00000182255,4.19,11,KCNA4
ENSG00000254532,0.429,11,
ENSG00000255288,0.144,11,
ENSG00000131808,1.698,11,FSHB
ENSG00000279000,6.104,11,OR10A6
ENSG00000170683,2.65,11,OR10A3
ENSG00000152219,2.373,11,ARL14EP
ENSG00000242993,0.406,11,
ENSG00000242353,0.499,11,RPL12P30
ENSG00000184384,7.121,11,MAML2
ENSG00000285921,0.904,11,
ENSG00000254963,0.216,11,
ENSG00000279117,2.338,11,
ENSG00000254429,0.506,11,
ENSG00000137486,7.352,11,ARRB1
ENSG00000182261,4.237,11,NLRP10
ENSG00000149300,0.551,11,C11orf52
ENSG00000254445,0.892,11,HSPB2-C11orf52
ENSG00000109846,0.464,11,CRYAB
ENSG00000175390,7.54,11,EIF3F
ENSG00000255480,0.365,11,
ENSG00000254489,0.541,11,MPPED2-AS1
ENSG00000066382,5.591,11,MPPED2
ENSG00000176798,7.3,11,OR51L1
ENSG00000224300,0.942,11,OR51P1P
ENSG00000230261,0.939,11,OR52J2P
ENSG00000254642,0.228,11,COX6CP5
ENSG00000170276,0.843,11,HSPB2
ENSG00000254409,0.553,11,
ENSG00000244953,2.045,11,
ENSG00000187479,1.247,11,C11orf96
ENSG00000205495,0.936,11,OR52J3
ENSG00000176787,0.978,11,OR52E2
ENSG00000273085,0.926,11,OR52E1
ENSG00000118369,2.419,11,USP35
ENSG00000149231,2.941,11,CCDC82
ENSG00000237354,0.937,11,OR52S1P
ENSG00000226157,0.936,11,OR52E3P
ENSG00000203560,0.932,11,OR52J1P
ENSG00000236897,0.869,11,
ENSG00000033327,6.052,11,GAB2
ENSG00000205494,0.958,11,OR52A4P
ENSG00000254420,0.437,11,
ENSG00000137513,2.512,11,NARS2
ENSG00000171944,3.993,11,OR52A5
ENSG00000182070,9.783,11,OR52A1
ENSG00000176752,0.946,11,OR51A1P
ENSG00000176748,0.951,11,OR52Z1
ENSG00000176742,0.948,11,OR51V1
ENSG00000137522,2.282,11,RNF121
ENSG00000255084,0.717,11,
ENSG00000251323,1.642,11,
ENSG00000254649,0.365,11,
ENSG00000166323,1.263,11,C11orf65
ENSG00000255296,0.56,11,
ENSG00000149311,4.841,11,ATM
ENSG00000285545,1.113,11,
ENSG00000070081,0.53,11,NUCB2
ENSG00000251194,0.704,11,
ENSG00000205126,1.82,11,ACCSL
ENSG00000213592,0.487,11,PPIAP42
ENSG00000198561,6.553,11,CTNND1
ENSG00000149308,6.113,11,NPAT
ENSG00000197149,0.873,11,
ENSG00000255525,0.576,11,
ENSG00000255370,0.316,11,CYCSP25
ENSG00000170959,3.184,11,DCDC1
ENSG00000173264,1.274,11,GPR137
ENSG00000168066,2.947,11,SF1
ENSG00000133805,0.583,11,AMPD3
ENSG00000002330,1.157,11,BAD
ENSG00000021762,2.653,11,OSBPL5
ENSG00000255420,1.563,11,CASC23
ENSG00000255679,0.426,11,JRKL-AS1
ENSG00000183340,0.736,11,JRKL
ENSG00000256684,0.404,11,
ENSG00000254587,1.647,11,
ENSG00000255376,0.555,11,
ENSG00000142186,2.636,11,SCYL1
ENSG00000197345,0.662,11,MRPL21
ENSG00000166405,5.223,11,RIC3
ENSG00000130592,1.699,11,LSP1
ENSG00000254921,0.815,11,
ENSG00000279391,2.209,11,
ENSG00000166402,1.759,11,TUB
ENSG00000248332,0.531,11,TUB-AS1
ENSG00000255205,0.438,11,MED28P5
ENSG00000270753,0.523,11,
ENSG00000255039,0.734,11,LINC02553
ENSG00000255502,0.546,11,
ENSG00000254555,0.285,11,
ENSG00000255380,0.96,11,
ENSG00000255823,1.303,11,MTRNR2L8
ENSG00000110315,4.049,11,RNF141
ENSG00000168056,4.046,11,LTBP3
ENSG00000177112,0.587,11,MRVI1-AS1
ENSG00000133800,3.273,11,LYVE1
ENSG00000072952,6.126,11,MRVI1
ENSG00000110243,1.897,11,APOA5
ENSG00000236267,0.333,11,
ENSG00000285513,0.69,11,
ENSG00000110244,1.471,11,APOA4
ENSG00000254939,1.754,11,
ENSG00000254599,0.435,11,
ENSG00000254830,0.38,11,
ENSG00000251143,4.233,11,
ENSG00000137496,1.788,11,IL18BP
ENSG00000150764,1.945,11,DIXDC1
ENSG00000086991,3.347,11,NOX4
ENSG00000133794,0.571,11,ARNTL
ENSG00000284844,1.209,11,
ENSG00000149357,0.965,11,LAMTOR1
ENSG00000188211,6.438,11,NCR3LG1
ENSG00000224091,0.522,11,
ENSG00000285498,1.153,11,
ENSG00000255165,0.464,11,
ENSG00000110455,0.884,11,ACCS
ENSG00000260196,2.883,11,
ENSG00000249086,0.33,11,
ENSG00000283787,3.319,11,PRR33
ENSG00000187486,2.801,11,KCNJ11
ENSG00000284922,0.773,11,
ENSG00000255286,0.353,11,
ENSG00000255334,0.322,11,
ENSG00000184154,1.619,11,LRTOMT
ENSG00000148950,0.437,11,IMMP1L
ENSG00000170946,0.724,11,DNAJC24
ENSG00000110245,0.359,11,APOC3
ENSG00000137497,2.276,11,NUMA1
ENSG00000254697,0.482,11,COPS8P3
ENSG00000244734,0.628,11,HBB
ENSG00000254885,0.374,11,
ENSG00000255345,0.406,11,
ENSG00000254563,0.32,11,
ENSG00000149256,14,11,TENM4
ENSG00000234791,0.293,11,
ENSG00000182170,0.87,11,MRGPRG
ENSG00000236301,1.79,11,MRGPRG-AS1
ENSG00000224513,0.435,11,
ENSG00000184350,4.072,11,MRGPRE
ENSG00000236987,0.346,11,NDUFA5P8
ENSG00000276951,0.332,11,
ENSG00000149273,2.059,11,RPS3
ENSG00000269038,0.452,11,
ENSG00000232390,0.341,11,NDUFA5P1
ENSG00000273813,0.283,11,
ENSG00000150773,1.025,11,PIH1D2
ENSG00000005801,0.881,11,ZNF195
ENSG00000150776,2.322,11,NKAPD1
ENSG00000151348,3.136,11,EXT2
ENSG00000246820,3.734,11,
ENSG00000230911,0.51,11,PPIHP1
ENSG00000150779,0.819,11,TIMM8B
ENSG00000150768,4.458,11,DLAT
ENSG00000176029,1.685,11,C11orf16
ENSG00000257069,2.733,11,
ENSG00000182450,0.814,11,KCNK4
ENSG00000166407,1.294,11,LMO1
ENSG00000237408,0.499,11,ART2BP
ENSG00000238048,0.822,11,ART2P
ENSG00000276109,0.56,11,
ENSG00000274664,0.511,11,
ENSG00000227467,2.45,11,LINC01537
ENSG00000166452,1.247,11,AKIP1
ENSG00000219435,0.78,11,CATSPERZ
ENSG00000271025,0.237,11,
ENSG00000254592,0.783,11,
ENSG00000132740,3.961,11,IGHMBP2
ENSG00000110200,1.481,11,ANAPC15
ENSG00000160584,4.22,11,SIK3
ENSG00000223609,0.486,11,HBD
ENSG00000229988,1.45,11,HBBP1
ENSG00000234268,0.255,11,
ENSG00000235910,0.563,11,APOA1-AS
ENSG00000118137,0.94,11,APOA1
ENSG00000255209,0.834,11,
ENSG00000173153,2.218,11,ESRRA
ENSG00000279295,1.904,11,
ENSG00000254471,2.118,11,
ENSG00000173113,0.823,11,TRMT112
ENSG00000254434,0.585,11,
ENSG00000255014,0.56,11,ARL6IP1P3
ENSG00000255178,1.571,11,
ENSG00000255547,0.77,11,RPA2P3
ENSG00000149972,6.499,11,CNTN5
ENSG00000110429,5.798,11,FBXO3
ENSG00000255741,0.569,11,
ENSG00000172938,0.966,11,MRGPRD
ENSG00000260629,0.993,11,BGLT3
ENSG00000261625,1.284,11,
ENSG00000052850,5.727,11,ALX4
ENSG00000229671,1.299,11,LINC01150
ENSG00000181109,0.963,11,OR52P1P
ENSG00000184698,4.092,11,OR51M1
ENSG00000196565,0.586,11,HBG2
ENSG00000249633,0.898,11,OR52V1P
ENSG00000258588,3.391,11,TRIM6-TRIM34
ENSG00000261276,0.366,11,
ENSG00000256508,0.542,11,MRGPRF-AS1
ENSG00000254437,0.318,11,
ENSG00000172935,2.132,11,MRGPRF
ENSG00000187918,3.302,11,OR51I2
ENSG00000181017,2.453,11,OR56B2P
ENSG00000229534,0.946,11,HNRNPA1P53
ENSG00000181616,1.057,11,OR52H1
ENSG00000236248,0.235,11,
ENSG00000175518,2.313,11,UBQLNL
ENSG00000239920,1.761,11,
ENSG00000236965,0.934,11,OR52N3P
ENSG00000181023,2.075,11,OR56B1
ENSG00000167359,0.945,11,OR51I1
ENSG00000229093,0.62,11,OR51AB1P
ENSG00000181001,2.545,11,OR52N1
ENSG00000180988,1.035,11,OR52N2
ENSG00000284931,0.588,11,
ENSG00000277932,2.244,11,OR52E5
ENSG00000132256,2.991,11,TRIM5
ENSG00000255451,0.52,11,
ENSG00000211450,1.192,11,SELENOH
ENSG00000254732,0.58,11,
ENSG00000233436,2.947,11,BTBD18
ENSG00000254462,0.585,11,TMX2-CTNND1
ENSG00000213593,0.696,11,TMX2
ENSG00000285568,1.052,11,
ENSG00000254747,0.291,11,MTND4LP18
ENSG00000255316,0.516,11,MTND6P25
ENSG00000213931,0.913,11,HBE1
ENSG00000233646,0.939,11,OR52T1P
ENSG00000121236,3.217,11,TRIM6
ENSG00000255106,0.792,11,
ENSG00000233563,0.933,11,OR52E7P
ENSG00000184321,0.951,11,OR51J1
ENSG00000277514,0.682,11,OR52Q1P
ENSG00000132274,2.888,11,TRIM22
ENSG00000270701,0.235,11,
ENSG00000255246,0.74,11,
ENSG00000227097,0.21,11,RPS28P7
ENSG00000245832,0.53,11,MIR4300HG
ENSG00000254511,0.342,11,
ENSG00000236359,0.769,11,OR51B8P
ENSG00000224295,1.479,11,OLFM5P
ENSG00000181074,1.276,11,OR52N4
ENSG00000181609,1.065,11,OR52D1
ENSG00000232381,0.923,11,OR52U1P
ENSG00000205409,0.97,11,OR52E6
ENSG00000261070,0.99,11,
ENSG00000284713,2.695,11,SMIM38
ENSG00000223735,0.913,11,OR51B3P
ENSG00000260895,0.622,11,
ENSG00000213934,0.779,11,HBG1
ENSG00000162341,4.969,11,TPCN2
ENSG00000168067,7.147,11,MAP4K2
ENSG00000279012,0.939,11,OR51B2
ENSG00000248424,0.95,11,OR51K1P
ENSG00000176239,0.939,11,OR51B6
ENSG00000183251,0.933,11,OR51B4
ENSG00000258659,2.493,11,TRIM34
ENSG00000130413,1.325,11,STK33
ENSG00000182103,3.925,11,FAM181B
ENSG00000231049,1.11,11,OR52B5P
ENSG00000255382,0.446,11,
ENSG00000180974,2.947,11,OR52E4
ENSG00000255063,1.156,11,
ENSG00000230484,0.937,11,OR51A10P
ENSG00000175520,2.379,11,UBQLN3
ENSG00000248553,0.902,11,OR52H2P
ENSG00000187747,1.008,11,OR52B6
ENSG00000183269,1.061,11,OR52E8
ENSG00000227160,0.672,11,THEM7P
ENSG00000255375,0.646,11,
ENSG00000230087,0.887,11,
ENSG00000167360,1.096,11,OR51Q1
ENSG00000181009,2.778,11,OR52N5
ENSG00000167355,1.333,11,OR51B5
ENSG00000126432,0.86,11,PRDX5
ENSG00000236935,0.672,11,
ENSG00000148925,2.504,11,BTBD10
ENSG00000085117,0.538,11,CD82
ENSG00000168071,5.235,11,CCDC88B
ENSG00000176009,0.633,11,ASCL3
ENSG00000255092,0.567,11,
ENSG00000254693,0.543,11,
ENSG00000189398,0.973,11,OR7E12P
ENSG00000223756,2.337,11,TSSC2
ENSG00000166492,0.971,11,FAM86GP
ENSG00000175348,1.659,11,TMEM9B
ENSG00000255367,0.983,11,
ENSG00000284605,1.11,11,
ENSG00000255522,0.189,11,SNRPCP5
ENSG00000237226,0.775,11,RPS3AP39
ENSG00000223688,0.366,11,RPS24P14
ENSG00000254757,0.45,11,
ENSG00000284639,0.209,11,
ENSG00000183242,1.32,11,WT1-AS
ENSG00000184937,2.469,11,WT1
ENSG00000254860,1.053,11,TMEM9B-AS1
ENSG00000166788,0.396,11,SAAL1
ENSG00000254583,0.705,11,
ENSG00000255401,0.33,11,
ENSG00000244267,0.318,11,RPL34P22
ENSG00000152266,0.791,11,PTH
ENSG00000228901,0.409,11,HMGN2P36
ENSG00000275725,0.15,11,
ENSG00000255295,0.451,11,
ENSG00000279248,0.399,11,
ENSG00000279697,0.617,11,
ENSG00000279056,0.346,11,
ENSG00000255429,0.231,11,
ENSG00000279045,0.666,11,
ENSG00000280201,0.74,11,
ENSG00000134612,2.135,11,FOLH1B
ENSG00000255079,0.789,11,
ENSG00000255385,0.562,11,UBTFL10
ENSG00000255808,0.562,11,
ENSG00000186642,4.284,11,PDE2A
ENSG00000157570,0.726,11,TSPAN18
ENSG00000224077,0.483,11,
ENSG00000254698,0.433,11,
ENSG00000254441,0.915,11,
ENSG00000254522,0.286,11,
ENSG00000242279,0.794,11,
ENSG00000137502,9.929,11,RAB30
ENSG00000149243,1.5,11,KLHL35
ENSG00000255032,0.628,11,
ENSG00000175274,1.954,11,TP53I11
ENSG00000255059,0.504,11,PPIAP43
ENSG00000248027,1.865,11,
ENSG00000165895,8.156,11,ARHGAP42
ENSG00000225236,0.681,11,
ENSG00000240454,0.158,11,RPL39P26
ENSG00000254791,0.368,11,FAR1-IT1
ENSG00000197601,5.266,11,FAR1
ENSG00000279163,0.495,11,
ENSG00000254851,0.822,11,
ENSG00000214414,1.353,11,TRIM77
ENSG00000230851,0.339,11,
ENSG00000254678,0.301,11,
ENSG00000137509,3.489,11,PRCP
ENSG00000213275,0.396,11,IFITM9P
ENSG00000172927,2.381,11,MYEOV
ENSG00000255075,1.202,11,CENPUP1
ENSG00000255088,0.235,11,
ENSG00000254930,0.306,11,LINC02545
ENSG00000255411,1.455,11,LINC02548
ENSG00000254927,0.516,11,
ENSG00000254508,0.386,11,FBXO3-DT
ENSG00000255272,0.486,11,
ENSG00000255161,0.742,11,
ENSG00000255169,0.547,11,
ENSG00000254619,0.321,11,
ENSG00000255133,0.308,11,
ENSG00000184566,1.158,11,
ENSG00000135363,1.55,11,LMO2
ENSG00000165490,0.889,11,DDIAS
ENSG00000198730,4.33,11,CTR9
ENSG00000260877,0.372,11,
ENSG00000259854,2.424,11,
ENSG00000255980,2.376,11,
ENSG00000255606,0.581,11,
ENSG00000261347,0.664,11,
ENSG00000110321,4.001,11,EIF4G2
ENSG00000255774,2.167,11,
ENSG00000255486,0.758,11,
ENSG00000254438,0.684,11,
ENSG00000238161,1.112,11,OR7E117P
ENSG00000262655,5.052,11,SPON1
ENSG00000255540,3.766,11,
ENSG00000254418,0.24,11,SPON1-AS1
ENSG00000234376,1.191,11,UBTFL2
ENSG00000254971,0.486,11,
ENSG00000255170,0.255,11,
ENSG00000204456,0.755,11,
ENSG00000256633,0.664,11,
ENSG00000254751,1.365,11,TRIM64DP
ENSG00000285094,1.695,11,LINC01488
ENSG00000182048,3.173,11,TRPC2
ENSG00000254627,0.326,11,
ENSG00000281880,2.239,11,PAUPAR
ENSG00000285283,0.527,11,
ENSG00000049449,2.572,11,RCN1
ENSG00000109911,1.583,11,ELP4
ENSG00000167311,1.504,11,ART5
ENSG00000129744,0.349,11,ART1
ENSG00000255162,1.454,11,
ENSG00000255285,0.322,11,
ENSG00000255254,0.259,11,HIGD1AP5
ENSG00000129749,1.945,11,CHRNA10
ENSG00000168092,4.175,11,PAFAH1B2
ENSG00000228061,3.945,11,
ENSG00000255490,0.499,11,EIF4A2P5
ENSG00000148985,1.815,11,PGAP2
ENSG00000007372,6.901,11,PAX6
ENSG00000110092,4.307,11,CCND1
ENSG00000149716,2.299,11,LTO1
ENSG00000166787,0.642,11,SAA3P
ENSG00000179826,1.639,11,MRGPRX3
ENSG00000166444,3.019,11,ST5
ENSG00000255470,1.027,11,
ENSG00000255138,0.622,11,GLTPP1
ENSG00000179817,1.444,11,MRGPRX4
ENSG00000285562,2.715,11,
ENSG00000254857,0.979,11,
ENSG00000135387,5.514,11,CAPRIN1
ENSG00000214264,1.166,11,KCTD9P4
ENSG00000204370,1.339,11,SDHD
ENSG00000158555,4.15,11,GDPD5
ENSG00000110713,0.58,11,NUP98
ENSG00000282728,1.545,11,PGR-AS1
ENSG00000255504,0.546,11,
ENSG00000082175,13.748,11,PGR
ENSG00000255231,0.298,11,MRPS36P4
ENSG00000243930,0.395,11,RPS12P21
ENSG00000254638,0.594,11,
ENSG00000150782,1.115,11,IL18
ENSG00000197580,2.93,11,BCO2
ENSG00000168930,2.163,11,TRIM49
ENSG00000254460,0.386,11,
ENSG00000178202,4.253,11,KDELC2
ENSG00000150783,0.787,11,TEX12
ENSG00000255292,0.566,11,
ENSG00000250946,1.238,11,
ENSG00000166013,1.72,11,TRIM53BP
ENSG00000254546,0.681,11,
ENSG00000189332,1.723,11,
ENSG00000254506,2.371,11,
ENSG00000254534,1.663,11,
ENSG00000137672,4.691,11,TRPC6
ENSG00000162302,3.121,11,RPS6KA4
ENSG00000148965,0.63,11,SAA4
ENSG00000255071,0.743,11,SAA2-SAA4
ENSG00000175352,3.761,11,NRIP3
ENSG00000134339,1.022,11,SAA2
ENSG00000133895,1.341,11,MEN1
ENSG00000149577,0.568,11,SIDT2
ENSG00000213538,1.514,11,KRT8P41
ENSG00000175356,4.652,11,SCUBE2
ENSG00000166441,0.406,11,RPL27A
ENSG00000279093,0.124,11,
ENSG00000260233,1.942,11,SSSCA1-AS1
ENSG00000254900,0.537,11,
ENSG00000166436,10.086,11,TRIM66
ENSG00000204455,1.359,11,TRIM51BP
ENSG00000173465,0.698,11,SSSCA1
ENSG00000149591,0.928,11,TAGLN
ENSG00000176973,1.409,11,FAM89B
ENSG00000255159,0.85,11,
ENSG00000254665,0.744,11,
ENSG00000253973,0.56,11,
ENSG00000280143,5.326,11,
ENSG00000160613,4.649,11,PCSK7
ENSG00000212789,1.11,11,ST13P5
ENSG00000254558,1.178,11,
ENSG00000189253,2.689,11,TRIM64B
ENSG00000255235,0.284,11,
ENSG00000254617,0.59,11,
ENSG00000254785,3.198,11,
ENSG00000255055,0.508,11,MTND1P35
ENSG00000223417,2.164,11,TRIM49D1
ENSG00000231680,0.985,11,
ENSG00000231492,0.558,11,
ENSG00000181908,2.34,11,
ENSG00000232500,0.522,11,
ENSG00000237363,0.395,11,
ENSG00000168065,3.86,11,SLC22A11
ENSG00000133818,1.884,11,RRAS2
ENSG00000233802,1.411,11,TRIM49D2
ENSG00000254818,3.915,11,
ENSG00000278837,0.316,11,
ENSG00000255360,0.323,11,
ENSG00000255035,0.51,11,SDHCP4
ENSG00000006071,5.336,11,ABCC8
ENSG00000173432,0.518,11,SAA1
ENSG00000110723,10.304,11,EXPH5
ENSG00000173442,5.17,11,EHBP1L1
ENSG00000197891,2.599,11,SLC22A12
ENSG00000254655,0.203,11,
ENSG00000204450,1.535,11,TRIM64
ENSG00000255305,1.677,11,
ENSG00000237706,1.516,11,TRIM51EP
ENSG00000225581,1.544,11,TRIM53AP
ENSG00000255074,0.512,11,
ENSG00000244535,0.347,11,
ENSG00000186714,3.849,11,CCDC73
ENSG00000162344,1.821,11,FGF19
ENSG00000270903,0.979,11,HNRNPA3P9
ENSG00000149100,1.697,11,EIF3M
ENSG00000256441,0.72,11,
ENSG00000110318,7.039,11,CEP126
ENSG00000075388,3.165,11,FGF4
ENSG00000186895,1.54,11,FGF3
ENSG00000187151,2.368,11,ANGPTL5
ENSG00000254654,1.239,11,
ENSG00000254664,0.567,11,
ENSG00000019485,1.536,11,PRDM11
ENSG00000254836,0.241,11,
ENSG00000254584,0.82,11,
ENSG00000255252,0.15,11,
ENSG00000149257,2.299,11,SERPINH1
ENSG00000173338,1.283,11,KCNK7
ENSG00000129083,0.51,11,COPB1
ENSG00000260348,0.385,11,
ENSG00000260679,0.299,11,
ENSG00000255191,0.432,11,
ENSG00000254605,0.655,11,
ENSG00000255379,0.318,11,CYCSP29
ENSG00000254730,0.32,11,
ENSG00000240698,0.668,11,RPS2P39
ENSG00000178105,3.217,11,DDX10
ENSG00000135372,3.973,11,NAT10
ENSG00000137691,2.193,11,CFAP300
ENSG00000129084,0.646,11,PSMA1
ENSG00000248844,0.548,11,
ENSG00000254417,1.004,11,LINC02584
ENSG00000255184,1.202,11,
ENSG00000171219,6.161,11,CDC42BPG
ENSG00000256206,1.221,11,
ENSG00000254497,0.423,11,
ENSG00000019505,5.165,11,SYT13
ENSG00000110756,4.725,11,HPS5
ENSG00000254427,0.605,11,
ENSG00000255542,0.518,11,
ENSG00000110436,12.006,11,SLC1A2
ENSG00000135378,5.543,11,PRRG4
ENSG00000254746,0.573,11,
ENSG00000255519,0.265,11,
ENSG00000255267,2.597,11,
ENSG00000254651,0.561,11,
ENSG00000255041,0.606,11,
ENSG00000213234,1.082,11,ST13P10
ENSG00000188771,1.215,11,PLET1
ENSG00000150787,0.872,11,PTS
ENSG00000243250,0.655,11,RPS6P16
ENSG00000268472,1.132,11,
ENSG00000250303,2.749,11,
ENSG00000277459,0.631,11,
ENSG00000137693,2.393,11,YAP1
ENSG00000254422,0.628,11,
ENSG00000260008,1.957,11,
ENSG00000060749,9.693,11,QSER1
ENSG00000255434,0.546,11,
ENSG00000255280,0.29,11,
ENSG00000254630,0.39,11,
ENSG00000131620,4.79,11,ANO1
ENSG00000255326,0.651,11,
ENSG00000171533,3.334,11,MAP6
ENSG00000255129,0.743,11,
ENSG00000203334,2.08,11,
ENSG00000255528,0.333,11,
ENSG00000254514,0.564,11,
ENSG00000175264,3.906,11,CHST1
ENSG00000110047,4.453,11,EHD1
ENSG00000173327,3.543,11,MAP3K11
ENSG00000255091,0.249,11,
ENSG00000254890,0.457,11,
ENSG00000255028,0.54,11,
ENSG00000254519,0.541,11,
ENSG00000185742,5.884,11,C11orf87
ENSG00000255426,0.86,11,
ENSG00000255097,0.561,11,
ENSG00000254482,0.661,11,
ENSG00000184014,4.991,11,DENND5A
ENSG00000254659,0.62,11,
ENSG00000255143,0.497,11,
ENSG00000254902,0.646,11,ANO1-AS1
ENSG00000230835,0.411,11,
ENSG00000121690,1.741,11,DEPDC7
ENSG00000255484,2.067,11,
ENSG00000254968,0.855,11,
ENSG00000213233,0.453,11,RPL23AP62
ENSG00000285769,1.654,11,
ENSG00000254626,0.832,11,
ENSG00000227487,0.618,11,NCAM1-AS1
ENSG00000247416,1.934,11,
ENSG00000149294,2.993,11,NCAM1
ENSG00000254721,0.976,11,
ENSG00000168040,1.841,11,FADD
ENSG00000174276,1.306,11,ZNHIT2
ENSG00000255173,0.175,11,
ENSG00000215380,0.21,11,
ENSG00000278952,0.802,11,
ENSG00000255004,0.776,11,
ENSG00000250041,0.431,11,
ENSG00000236287,3.677,11,ZBED5
ENSG00000247271,1.071,11,ZBED5-AS1
ENSG00000246308,2.335,11,
ENSG00000255671,0.315,12,
ENSG00000256577,0.765,12,
ENSG00000111181,3.165,12,SLC6A12
ENSG00000111644,0.507,12,ACRBP
ENSG00000184574,2.683,12,LPAR5
ENSG00000255746,0.503,12,
ENSG00000010379,2.188,12,SLC6A13
ENSG00000111653,1.659,12,ING4
ENSG00000151062,5.285,12,CACNA2D4
ENSG00000256706,0.315,12,
ENSG00000166159,0.654,12,LRTM2
ENSG00000067182,2.069,12,TNFRSF1A
ENSG00000261799,3.17,12,
ENSG00000120647,0.368,12,CCDC77
ENSG00000073614,10.763,12,KDM5A
ENSG00000111319,3.481,12,SCNN1A
ENSG00000111321,0.783,12,LTBR
ENSG00000126746,3.266,12,ZNF384
ENSG00000219410,1.361,12,
ENSG00000197905,1.637,12,TEAD4
ENSG00000256433,1.803,12,
ENSG00000213942,0.377,12,
ENSG00000224906,0.355,12,SRP14P1
ENSG00000139193,1.338,12,CD27
ENSG00000139192,1.611,12,TAPBPL
ENSG00000215039,2.364,12,CD27-AS1
ENSG00000276718,0.599,12,
ENSG00000139190,1.068,12,VAMP1
ENSG00000139044,5.068,12,B4GALNT3
ENSG00000139200,2.432,12,PIANP
ENSG00000270068,0.455,12,
